110558,锐志,pos
108929,丰田,neu
108929,丰田埃尔法,neu
101424,福克斯,pos
104775,金牛座,pos
104775,皇冠,neu
110211,长城,neu
110211,哈弗,neu
116132,k5,pos
116132,歌诗图,neu
130121,速腾,neu
125885,东风风度MX5,pos
106121,宾利,neu
106121,瑞麒,neu
110378,广汽本田,pos
122569,缤智,neu
122569,本田,neu
108123,奔驰,neu
117399,POLO GTI,pos
117399,大众新POLO GTI,neu
121857,悦纳,neu
121857,北京现代,neu
131788,福特,neu
129006,速腾,neu
117400,帕萨特,neu
129326,帕萨特,neu
127558,别克凯越,neu
103826,朗逸,neu
103826,速腾,neu
103826,golf,neu
101058,大众,neu
101185,福克斯,neu
132776,3008,neu
132776,标致,neu
132776,4008,pos
129238,途观,pos
117480,福特福克斯,neu
117480,福克斯,neu
117480,福特,neu
117480,通用,neu
117480,翼搏,neu
117480,嘉年华,neu
102935,宝马,neu
112619,大众,neu
130484,大众polo,neu
130484,polo,neu
130484,雅致,pos
128019,远景,neu
128019,长安福特,neu
128019,广汽传祺,neu
128019,东风悦达起亚,pos
128019,广汽菲克,neu
128019,奥迪,neu
108715,梅赛德斯-奔驰,neu
108715,奔驰,neu
109378,宝骏560,neu
111098,路虎,neu
111098,宝马,neu
111098,保时捷,neu
111098,奔驰,neu
129531,锐界,neu
110952,纳智捷,neu
123276,雷克萨斯,neu
113445,宝马,neu
122974,长安,neu
105753,丰田,neu
105753,雷凌,neu
123931,上汽大众,neu
115439,轩逸,neu
101241,丰田,pos
101241,卡罗拉,pos
122729,奇骏,pos
128249,东风雪铁龙,neu
128249,北京,neu
128249,雪铁龙,neu
124861,本田,pos
129321,轩逸,neu
101125,宝骏730,neu
113469,宝马7系,pos
129522,帕萨特,neu
132160,宝马,pos
124963,雅阁,neu
124963,通用,neu
124963,思铂睿,neu
106982,大众,neu
106982,标志,neu
121407,宝马,neg
108764,霸道,neu
108764,北京,neu
108764,总裁,neu
127740,长安,neu
111596,雷凌,neu
117543,一汽马自达,neu
117543,阿特兹,pos
119889,福克斯,neu
111320,进口大众,pos
115593,帕萨特,neu
102590,金杯750,neu
102590,华晨,neg
118754,大众,neu
118754,思域,neu
118692,哈弗,neu
118692,比亚迪,neu
118692,众泰,neu
114248,致炫,neu
114248,飞度,pos
103905,途观,neu
103905,大众,pos
119787,威驰,pos
127114,朗动,neu
105673,众泰,pos
120508,丰田,neu
120508,比亚迪,neu
120508,雷凌,neu
128641,5系,neu
128641,golf,neu
128641,宝马,neu
119167,大众,pos
119167,Polo,neu
119167,尚酷,neu
119406,奥迪a4,neu
110731,沃尔沃xc60,neu
110731,胜达,neu
110731,昂科威,neu
103035,梅赛德斯-奔驰,neu
126300,雪佛兰科鲁兹,neu
102379,别克英朗,neu
101052,奥迪,neu
101052,a6,neu
123180,君威,neu
110198,北京奔驰E260L,neg
121677,朗逸,neu
121677,帕萨特,neu
117524,一汽丰田,neu
110398,迈锐宝,neu
110612,小三,neu
110612,瑞风,neu
123004,雅阁,pos
114378,欧宝,neu
123132,广汽丰田,neu
103532,福特,neu
107560,众泰,pos
103110,五菱宝骏,neu
118147,威驰,neu
103951,英菲尼迪,neu
103951,q5,pos
113814,东风雪铁龙C4L,neu
104225,逍客,neu
131477,野马,pos
103265,丰田,neu
103265,本田,neu
103265,日产,neu
103265,酷熊,neu
127685,雷诺,neu
127685,花冠,neu
120374,宝骏560,neu
121737,速派,neu
112292,宝马i8,neu
113083,法拉利,neu
114101,哈弗,neu
121736,KODIAQ,pos
121736,斯柯达,pos
121736,速派,neu
115877,凯迪拉克,neu
115877,奔驰,neu
115877,奥迪a4,neu
115877,宝马3系,pos
103125,DS 4S,neu
109060,丰田,neu
109060,本田,neu
115255,奥迪,neu
115255,奥迪a4,neu
107473,福特,neu
103804,福特,neg
121334,宝骏,neu
121334,宝骏560,neu
122761,迈腾,neu
122761,一汽-大众,neu
107844,奔驰,neu
115459,长安,neu
127241,smart,neu
127241,菲亚特500,neu
127241,大众,neu
127241,甲壳虫,neu
127241,mini,neu
127241,奔驰,neu
110919,艾瑞泽5,neu
110919,悦翔,neu
129825,昂科威,neu
117018,凯越,neu
100624,威旺,pos
100624,哈弗,neu
100624,宝骏560,neu
100491,江淮,neu
107124,奔驰,neu
102519,发现,neu
130410,君越,neu
103569,大众途观,pos
123067,雪铁龙,neu
117509,凌渡GTS,pos
127312,汉兰达,pos
104716,长安,neu
100201,现代,neu
106909,smart,neu
106909,广汽本田,neu
108333,朗逸,neu
128967,大众,pos
108742,马自达,pos
108742,昂克赛拉,neu
115250,威朗,neu
100362,汉兰达,neu
100362,q3,neu
104771,现代,neu
107665,马自达,neu
102138,福特,pos
102267,丰田,neu
102267,卡罗拉,pos
126099,奥迪,neu
111807,启辰,pos
129119,威驰,neu
129119,丰田,pos
128382,宝马,neu
132648,长城,neu
132648,宝马,pos
109228,东风标致,neu
105758,发现,neu
122906,丰田,neu
122906,速腾,neu
122906,现代,neu
122906,比亚迪f3,neu
122906,本田,neu
109951,远景,neu
112764,途胜,neu
120455,自由光,neu
120455,昂科威,neu
105687,凌渡GTS,pos
115097,发现,neu
116423,奥迪,neu
126022,宝马,neu
126022,q5,neu
105721,哈弗,neu
122262,高尔夫,neu
110232,汉兰达,neu
131498,雷丁,neu
112360,翼虎,pos
118851,翼虎,neu
122998,福特野马,neu
122463,迈锐宝,neu
105861,广汽传祺,neu
112994,天籁,neu
112994,东风日产,pos
104450,北京现代瑞纳,neu
117924,爱丽舍,neg
115652,速派,neu
130117,宝马,neu
102805,轩逸,neu
116904,雪铁龙,neu
127749,东风日产,pos
110696,斯巴鲁,pos
117956,爱丽舍,neu
117956,瑞风S2,neu
117956,瑞纳,neu
117956,捷达,pos
117956,标致301,neu
117956,斯柯达,neu
117956,桑塔纳,neu
118514,东风本田,neu
101790,本田飞度,neu
116809,高尔夫,neu
116809,思域,pos
116809,福克斯,neu
112645,斯柯达,neu
112645,大众,neu
112645,Polo,neu
127353,宝马,pos
116225,法拉利,neu
116225,蓝旗亚,pos
125341,传祺,neu
125341,gs4,pos
106396,昂科威,neu
102451,吉利,neu
102305,雷诺,neu
102305,奥迪,neu
102305,林肯,neu
112005,明锐,pos
117082,昕锐,neu
117082,捷达,neu
117082,桑塔纳,neu
119945,雷诺,neu
107692,奥迪,neu
107692,a6,pos
119698,雪佛兰,neu
111204,本田,neu
103434,奥迪,neu
103434,a6,neu
103434,宝马520,neu
103434,奔驰,neu
121722,DS,pos
112679,通用,neu
112679,雪佛兰,neu
112679,别克,neu
122599,翼虎,neu
122599,福特,neu
124566,福特,neu
124566,劳斯莱斯幻影,neu
124566,奔驰,neu
101156,汉兰达,neu
105420,雪铁龙,neu
103971,奥迪,neu
103971,a6,neu
112845,凯美瑞,neu
112845,奥迪,neu
112845,q7,neu
112845,a6,neu
112845,丰田霸道,neu
121840,广汽传祺,neu
121840,gs4,neu
127884,江淮,neu
120296,广汽传祺,neu
120887,凯迪拉克PHEV,neu
120362,别克凯越,neu
123428,高尔夫,neu
124852,速腾,neu
124852,大众,neu
126723,长安,neu
107323,高尔夫,neu
107323,福克斯,neu
107323,福特,pos
103757,极光,neu
103757,发现,neu
101190,高尔夫,pos
132011,高尔夫,neu
132086,启悦,neu
118399,东风雪铁龙,neu
118362,翼虎,pos
100323,宝马,neu
130968,沃尔沃,neu
130968,宝马,neu
130968,雷克萨斯,neu
130968,奔驰,neu
119843,东风日产天籁,pos
119843,北京,neu
114354,奥迪,neu
114354,a6,pos
117439,哈弗h2,pos
103914,英菲尼迪,neu
103914,qx50,neu
123084,奇骏,neu
123084,逍客,neu
105065,丰田,neu
105065,路虎,neu
105065,奥迪,neu
105065,酷路泽,neu
105065,普拉多,neu
105065,奔驰,neu
120556,克莱斯勒,neu
102499,东风标致,neu
131623,朗逸,neu
131623,英朗,neu
129777,宝来,neu
129777,朗行,pos
101443,迈腾,neu
103327,朗动,neu
103327,北京现代,neu
109121,一汽丰田,neu
109121,荣放,neu
109121,rav4,neu
110273,标致,neu
122859,3系,neu
122859,奥迪,neu
122859,宝马,neu
118278,高尔夫,neu
114948,威朗,neu
114948,昂科威,neu
114948,君越,neu
132749,丰田,neu
132749,福特,neu
132749,本田,neu
100543,大众,neu
104865,广汽传祺,neu
103170,途观,neu
103170,q3,neu
105974,福特,neu
105974,330,neu
105974,江铃,neu
107938,大众,neu
102368,传祺,neu
102368,gs4,neu
109523,福特,neu
109523,野马,neu
109523,福特野马,pos
112042,上海大众,neu
105908,宝马,neu
115032,rx5,pos
115032,荣威,neu
124586,比亚迪,neu
124586,长安,neu
124586,博越,neu
124586,吉利,neu
102426,卡罗拉,neu
126737,玛莎拉蒂,neu
105385,发现,neu
105385,桑塔纳,neu
112478,林肯,neu
126105,天籁,pos
105106,宝马,neu
105106,特斯拉,neu
105106,奔驰,neu
107272,雪铁龙,neu
110271,捷达,neu
110271,一汽-大众,neu
110271,上海大众,neu
110271,桑塔纳,neu
120544,雷克萨斯,neu
120544,宝马x1,neu
120544,x3,neu
120544,q3,neu
120544,奥迪,neu
125074,科帕奇,neu
102596,长城,neu
102596,长安,neu
102596,哈佛,neu
102596,吉利,neu
130691,上海大众,neu
132675,雪铁龙,neu
103064,捷达,neu
129133,上海大众,neu
114946,宝骏310,neu
121808,大众速腾,pos
121808,发现,neg
112793,大众,neu
117754,i3,neu
106277,福特蒙迪欧,neu
107784,东风,neu
107784,骐达,neu
107784,日产,pos
118905,哈弗m2,neu
130181,奔腾b50,neu
115732,长安cs15,pos
131855,君越,neu
131855,道奇,neu
131855,酷威,neu
131398,起亚,neu
122554,长安福特,neu
129681,雪弗兰,neu
129681,创酷,neu
129681,朗动,neu
129681,标志,neu
129681,2008,neu
131125,丰田,neu
124129,雪佛兰,neu
112345,别克昂科威,neu
117459,东风雪铁龙,neu
117459,雪铁龙,pos
117459,380,neu
129910,丰田,neu
129910,卡罗拉,neu
132466,发现,neg
118178,铃木,neu
108589,发现,neu
105457,逍客,neg
101105,奥迪,neu
114967,宝骏560,pos
110926,宝马,neu
116203,朗逸,neu
119988,宝马,neu
121225,朗逸,neu
121225,速腾,pos
121225,大众,neu
121225,科鲁兹,neu
101602,宝马,neu
106186,宝马,neu
101872,宝骏560,neu
108174,奔驰,neu
119440,翼虎,neu
116444,哈弗,neu
130506,明锐,neu
105805,宝马,neu
127035,劳斯莱斯,neu
127035,宝马,neu
127946,大众,pos
101879,速派,neu
114819,大众,neu
119794,三菱,neu
103497,阿特兹,neu
103497,天籁,neu
125823,君越,pos
132720,大众,neu
132720,EA211,neu
102186,普拉多,neu
109047,途观,neu
108198,飞度,pos
109415,福睿斯,neu
115767,现代索纳塔,neu
124041,哈弗,neu
124592,长安铃木,neu
131513,发现,neu
120079,东风标致408,neu
115223,哈弗,neu
126487,奥迪,neu
126487,q5,neu
114337,宝马,neu
116088,明锐,neu
103041,哈弗,neu
112344,朗逸,neu
112344,大众,neu
116659,宝马,neu
116659,奔驰,neu
109461,劳斯莱斯,neu
109461,宝马,neu
109461,奥拓,neu
109461,奔驰,neu
115680,BMW,pos
115680,1系,pos
122204,朗逸,neu
122204,速腾,neu
122204,一汽大众,neu
122204,上海大众,neu
132979,凯迪拉克,neu
132979,宝骏,neu
112261,途观,neu
103381,广汽丰田,pos
109238,307,neu
109238,Q3,neu
102780,大众,neu
102780,甲壳虫,neu
110532,梅赛德斯-奔驰,neu
132736,荣放,neu
132736,rav4,neu
113199,斯柯达,neu
113199,速派,pos
131241,宝骏,neu
107643,迈腾,neu
107643,速派,neu
124523,比亚迪,neu
124523,福特,neu
120231,宝马,neu
120231,奔驰,neu
121118,丰田,neu
118078,3008,neu
118078,东风标致,neu
118078,东风标致3008,neu
118078,北京,neu
114621,帕杰罗,neu
112991,东风标致,neu
126618,3系,pos
126618,5系,pos
126618,宝马,neu
104456,江淮,pos
116263,冠道,neu
116263,广本,neu
124970,哈弗,pos
124970,比亚迪s7,neu
103084,索纳塔,neu
132403,宝马,neu
100758,全顺,pos
100758,福特,neu
114393,雅阁,pos
114914,哈弗,neu
131714,高尔夫GTI,neu
131714,凌渡GTS,pos
131714,GTI,neu
111049,宝马i8,neu
124121,奥迪,neu
124121,宝马,neu
124121,奔驰,pos
130963,长安欧尚,neu
124213,哈弗,neu
127008,宝马,neu
127008,x6,neu
132420,沃尔沃,neu
132420,吉利,neu
113435,速派,pos
116774,速腾,neu
116774,路感,neu
116774,明锐,pos
122704,发现,neu
107406,凯美瑞,neu
106411,普桑,pos
120660,ix35,neu
122768,大众途锐,neu
122768,保时捷PanameraSHybrid,neu
122768,爱信,neu
122768,保时捷卡宴,neu
103292,奥迪,neg
108548,发现,neg
106507,福克斯,pos
125837,爱丽舍,pos
115327,凌渡,pos
117881,众泰,pos
106096,中国一汽,neu
118538,逸动,neu
123475,雷克萨斯,neu
122667,哈弗,neu
124143,雪佛兰科迈罗,neu
104096,雅阁,neu
104096,本田雅阁,neu
101489,宝马,neu
110913,奥迪,neu
110913,宝马,neu
110913,奔驰,neu
101619,丰田,neu
101619,大众,neu
101619,广汽传祺,neu
101619,福特,neu
101619,猎豹,neu
101619,雪佛兰,neu
101619,马自达,neu
101619,荣威,neu
101619,别克,neu
101619,吉利,neu
102862,朗逸,neu
102862,途安,neu
102862,朗行,neu
110693,卡罗拉,neu
132441,奥迪,neu
132441,保时捷,neu
132441,q5,neu
123051,观致,pos
126872,大众,neu
126872,途锐,neu
111909,福特,neu
125850,高尔夫,neu
125850,嘉旅,neu
102507,雷克萨斯,neu
130669,大众,pos
102509,捷达,neu
111465,速派,neu
116116,别克,neu
122893,途锐,neu
123400,金牛座,pos
123400,皇冠,neu
129370,福特,neu
130400,英朗,neu
111016,长安福特,neu
111016,福克斯,neu
129096,雨燕,neu
129096,铃木,neu
101582,雅阁,pos
122045,维特拉,neu
110935,长安cs75,neu
119887,朗逸,neu
119887,2008,neu
129740,哈弗,pos
128418,帕萨特,pos
128856,丰田凯美瑞,pos
102719,奥迪,neu
119982,汉兰达,neu
119982,x6,neu
102753,英菲尼迪,neu
102753,q5,neu
110520,东风雪铁龙,neu
107016,哈弗,neu
100179,途安l,pos
108674,本田crv,neu
132149,卡宴,neu
132149,Q7,pos
132149,林肯,neu
132149,揽胜,pos
112759,朗逸,neu
112759,英朗,pos
131444,雪铁龙,neu
129753,斯柯达,pos
131564,昂科威,neu
114221,威朗,neu
114221,威朗轿跑,neu
104061,途观,neu
101435,福特,neu
107059,丰田,neu
107059,陆巡,neu
126412,广汽丰田,neu
129407,林肯,neu
102702,缤智,neu
102702,本田,neu
132654,发现,neu
114529,索纳塔8,neu
114529,途观,neu
114529,3系,neu
114529,尚酷,neu
120741,马自达,neu
120741,gla,neu
120741,奔驰,neu
130895,蓝鸟,neu
125410,明锐,neu
119589,帕萨特,neu
119589,280,neu
115819,标致,pos
112857,大众途观,neu
112857,福特翼虎,neu
112857,翼虎,neu
112857,途观,neu
126656,长安马自达,neu
118208,标致308,neu
103301,蓝鸟,neu
122711,长安,neu
110467,长安,neu
110467,逸动,neu
122624,长安,neu
127033,大众,neu
116006,奥迪,neu
104807,猎豹,neu
123154,明锐,neg
123154,发现,neu
127426,发现,neu
103935,雷克萨斯,neu
109138,k5,neu
109138,索纳塔,pos
126152,长安,neu
123510,君越,pos
103523,福特翼虎,neu
130857,斯柯达,neu
130857,明锐,pos
100869,昂科拉,neu
100869,别克,pos
100869,别克昂科拉,pos
110647,智跑,neu
106758,CrossPolo,neu
125908,宝骏560,pos
117625,轩逸,neu
131649,宝马2系,pos
131649,途安L,pos
109326,名图,neu
101796,五菱,neu
115118,帝豪GS,neu
115118,吉利,pos
102130,翼虎,neu
102130,锐界,pos
100984,蒙迪欧,neu
100984,福特,neu
131831,江淮,neu
126463,雅阁,neu
126463,思域,neu
100020,DS,neu
100020,上汽大众斯柯达,neu
100020,速派,neu
100020,大众,pos
125651,福克斯,neu
122908,牧马人,neu
122908,欧蓝德,neu
119204,上海通用,neu
119204,别克威朗,neu
119204,大众凌渡,neu
119204,别克,neu
119204,威朗,neu
123715,丰田,pos
123715,卡罗拉,neu
132353,荣威RX5,pos
116499,江淮瑞风,pos
113021,长安悦翔,neu
113021,长安,neu
112790,别克,pos
130737,smart,neg
130737,福特,neu
108189,福克斯,pos
101999,迈腾,neu
117795,翼虎,neu
107383,威朗,neu
101152,凯越,neu
101152,别克,neu
101152,HRV,neu
100822,Polo,neu
107279,骐达,neu
130115,通用,pos
130115,别克,neu
130851,酷路泽,neu
100198,宝马,neu
127062,缤智,pos
127062,本田XR-V,neu
127062,XR-V,neu
113629,迈腾,neu
130833,致炫,neu
130833,雷凌,neu
106742,福特探险者,neu
125108,别克英朗,neu
107390,捷豹,neu
101232,广汽传祺,neu
102288,大众,neu
112750,奇骏,neu
126774,丰田,neu
126774,卡罗拉,neu
123533,凯美瑞,pos
103827,启辰,neu
103827,东风日产,neu
105783,名图,neu
109189,雪佛兰,neu
109189,科鲁兹,neu
128865,宝马,neu
100093,蓝鸟,neu
100093,轩逸,neu
107365,迈腾,pos
107365,大众,neu
103453,悍马,neu
128566,哈弗h2,neu
128566,长安cs75,neu
128566,大迈,neu
130871,3008,neu
130871,308,neu
130871,标致,neu
106493,通用,neu
106493,发现,pos
118084,丰田,pos
129102,马自达,neu
129102,宝马,neu
129102,奔驰,neu
119064,广汽传祺,neu
108089,君越,neu
111336,雅阁,neu
111336,本田,pos
115498,发现,neu
115498,polo,neu
129624,奥迪,neu
129624,宝马x1,pos
129624,x1,neu
129624,奔驰,neu
125021,逸动,neu
123040,长安欧尚,neu
114774,路虎,neu
114774,宝马,neu
114774,奔驰,neu
118014,东风日产,neu
115902,蓝鸟,neu
124102,翼虎,neg
115740,飞度,pos
120233,奥迪,neu
131308,奥迪,neu
116173,科鲁兹,pos
111633,指南者,neu
110975,帕萨特,pos
110975,大众,neu
114605,福睿斯,neu
111309,法拉利,neu
111309,梅赛德斯,neu
109043,奥迪,neu
109043,a6,neu
127388,宝马,neu
119721,福克斯,neu
109584,k5,neu
127896,现代,neu
127896,日产,neu
127896,福特,neu
105536,宝骏730,neu
123566,路虎,pos
131955,轩逸,neu
101858,朗逸,neu
101858,科鲁兹,neu
101858,卡罗拉,neu
101858,领动,neu
122335,斯柯达,neu
124112,斯柯达速派,pos
100013,本田,neu
128816,奥迪,neu
128816,奔驰,neu
128816,宝马,neu
128816,1系,neu
128816,a3,neu
104876,大奔,pos
104876,天籁,neu
104876,标志,pos
120361,北汽幻速,neu
105246,杜卡迪,neu
105246,宝马,neu
103203,蒙迪欧,neu
131925,长安,pos
114553,英菲尼迪,pos
114553,x6,neu
114019,雷克萨斯,neu
122692,北京,neu
124442,昂科威,neu
100737,缤智,neu
100737,xrv,neu
100737,逍客,neu
129707,铃木,neu
127771,一汽马自达,neu
127771,阿特兹,neu
108850,英朗,neu
109727,宝骏730,pos
109727,五菱宏光,neu
109727,风行,pos
106518,君威,neu
106518,秀尔,neu
117000,高尔夫,neu
117000,福克斯,neu
125138,发现,neu
122746,科鲁兹,neu
131033,发现,neu
132481,马自达,neu
132481,昂克赛拉,neu
132854,帝豪,pos
119073,比亚迪,neu
128776,508,neu
128776,3008,neu
128776,北京,neu
107661,奥迪,neu
107661,q5,neu
125477,智跑,neu
130303,福特,neu
129860,途锐,neu
106696,保时捷,neu
114474,明锐,neu
110570,奥迪,neu
112890,高尔夫,neu
102338,发现,neu
102338,思域,neu
122691,长城,pos
125273,荣威,neu
132371,奥迪,neu
106789,奥迪,neu
117546,帝豪,neu
123477,golf,neu
104080,沃尔沃,neu
131047,标致,neu
129297,大众,neu
123940,408,neu
123940,发现,neu
108461,路虎,neu
108461,发现,neu
111864,瑞风s3,neu
111864,江淮,neu
119387,雪佛兰,neu
119387,科沃兹,neu
119387,科鲁兹,neu
131107,高尔夫7,neu
100908,雅阁,pos
109634,海马,neu
103126,别克,neu
123906,大众,pos
107805,红旗,pos
109676,高尔夫,neu
106402,起亚,neu
111562,奥迪,neu
120379,飞度,neu
100848,凯美瑞,neu
120532,上海大众途观,neu
116421,凌渡,neu
131076,沃尔沃,neu
128272,江淮,neu
118427,奇骏,pos
118427,逍客,pos
129525,晶锐,neu
129525,polo,neu
106955,奥迪,neu
117975,东风,neu
117975,东风日产,neu
114824,天籁,neu
110418,瑞虎,neu
110418,哈弗,neu
110418,长安CS15,neu
120080,老富康,neu
120080,伊兰特,neu
120080,北京,neu
110474,北京现代,pos
110745,汉兰达,neu
121082,东风悦达起亚,neu
122353,途安,neu
122890,丰田,neu
122890,雷凌,neu
109421,高尔夫,neu
114052,途观,pos
101433,奥迪,pos
101433,a3,pos
130882,奥迪,neu
130882,q7,neu
117155,威霆,neu
109808,锐界,neu
109808,撼路者,pos
109808,福特,neu
