动态	8.86	0
人性化	8.85	6.24
车头	8.85	2.09
陪伴	8.8	0
楼主	8.8	4.44
舒服	8.7	6.87
创新	8.69	1.46
乘客	8.67	2.62
贯穿	8.66	0
优化	8.66	0
增幅	8.66	0
足以	8.66	0
前卫	8.66	0
铝合金	8.64	0
重要	8.64	1.85
【	8.58	5.52
世界	8.54	0
】	8.52	5.57
惬意	8.52	0
照明	8.52	0
展现出	8.51	0
宽大	8.5	1.77
加长	8.41	1.15
尤其	8.38	6.6
位置	8.37	1.98
材质	8.37	3.23
轿	8.35	1.04
是因为	8.34	1.35
技术	8.33	4.75
便捷	8.32	0
首选	8.32	0
赞助商	8.32	0
平直	8.31	0
环境	8.28	1.58
改变	8.28	0
头部	8.28	1.58
元素	8.27	0
简单	8.26	3.08
及	8.23	2.92
泊车	8.22	3.37
周到	8.21	0
骄傲	8.21	0
PM2.5	8.21	0
后备	8.19	0
舒适性	8.17	7.39
高性能	8.1	0
能够	8.1	4.43
增加	8.08	3.1
值得一提的是	8.07	1.68
距离	8.06	2.43
现款	8.03	1
符合	8.01	5.39
月销量	7.99	4.6
出众	7.96	0
传递	7.96	0
眼球	7.96	0
视觉	7.96	1.51
方向盘	7.92	10.07
中	7.91	6.87
目前	7.9	1.99
最新	7.87	1.53
严谨	7.86	0
眼前一亮	7.86	0
稳定性	7.86	3.69
奥运	7.86	0
后备箱	7.82	5.97
犀利	7.81	2.28
神车	7.8	1.22
连续	7.74	0
高品质	7.74	0
超大	7.74	0
有点	7.74	30.56
标杆	7.74	0
银色	7.73	0
累计	7.71	3.26
就是	7.68	10.83
宽裕	7.66	0
没的说	7.66	0
一体式	7.66	0
传统	7.63	1.08
没有	7.59	13.66
空气质量	7.56	0
稳健	7.56	0
没话说	7.56	0
肌肉	7.56	0
储物格	7.56	0
kW	7.53	0
路况	7.52	2.27
省	7.5	0
传承	7.48	0
耐用	7.48	0
总结	7.48	1.36
轻量化	7.48	0
评价	7.48	0
发布	7.47	0
血统	7.42	0
便利	7.42	0
响应	7.42	0
330TSI	7.42	0
回头率	7.42	0
栅	7.34	0
放倒	7.34	4.43
特别	7.33	6.73
时	7.32	10.47
韧性	7.3	0
气场	7.3	0
勾勒	7.3	0
水准	7.3	0
静谧	7.3	0
深受	7.3	0
横拉式	7.3	0
表扬	7.3	0
第一印象	7.3	0
强	7.29	4.14
效果	7.29	6.02
突破	7.28	2.2
前排	7.27	2.65
上半年	7.24	3.02
首款	7.23	0
明显	7.23	13.1
人们	7.19	0
精神	7.15	0
实惠	7.15	0
激光	7.15	0
无需	7.13	0
恒温	7.13	0
深刻	7.13	0
不少	7.11	4.38
幻速	7.08	0
厢	7.08	0
我们	7.06	4.31
此外	6.93	3.16
环保	6.89	1.31
还	6.89	7.33
suv	6.89	2.74
内部	6.89	1.16
向上	6.88	0
享受	6.88	1.04
红色	6.86	0
极致	6.85	0
极具	6.85	0
活力	6.82	0
变道	6.81	0
L	6.77	4.35
比例	6.76	1.56
结合	6.75	0
者	6.75	0
抢眼	6.72	0
均衡	6.72	0
？	6.72	42.24
整车	6.71	3.39
热销	6.71	0
起步	6.69	19.82
！	6.68	12.93
兼顾	6.68	0
最为	6.67	2.78
变速箱	6.67	22.07
原因	6.64	19.86
精度	6.62	0
有助于	6.62	0
压抑感	6.62	0
中国女排	6.62	0
腿部	6.61	2.51
亮相	6.6	0
转向	6.58	9
说	6.57	8.98
7	6.57	2.88
燃油	6.56	1.91
形	6.55	0
分配	6.55	0
拉风	6.55	0
尽显	6.55	0
豪华	6.47	3.37
实用性	6.47	3.86
行驶	6.45	17.91
使	6.43	2.96
看起来	6.43	3.2
帅	6.41	0
王者	6.41	0
面子	6.41	0
很高	6.41	0
效率	6.41	0
很足	6.39	0
扎实	6.39	1.4
称号	6.39	0
极佳	6.39	0
有型	6.39	0
乘车	6.39	0
稳居	6.39	0
特征	6.39	0
秉承	6.36	0
#	6.35	2.14
紧凑	6.31	0
亦	6.3	0
以往	6.3	0
模式	6.29	0
形象	6.26	0
装饰	6.25	2.1
再	6.24	3.9
国家	6.21	4.18
功率	6.21	1.39
相当	6.17	4.02
按键	6.15	0
继续	6.15	1
惊艳	6.15	0
合作伙伴	6.14	0
认可	6.12	1.49
独特	6.12	1.49
进气	6.1	1.72
乘用车	6.1	0
Cross	6.1	0
互联	6.1	0
显得	6.01	5.38
熟悉	5.98	0
加速	5.98	5.16
受欢迎	5.97	0
不俗	5.97	0
MIB	5.97	0
踏实	5.97	0
风阻	5.97	0
天气	5.97	0
车内	5.97	4.65
相信	5.94	1.53
底盘	5.93	7.28
完全	5.92	3.36
水平	5.92	1.73
尽	5.9	0
远近	5.9	0
住	5.9	0
全家	5.9	0
合理	5.9	0
刹车	5.88	34.28
但是	5.87	12.26
B	5.85	1.65
度	5.84	0
这辆	5.83	0.88
肯定	5.83	3.04
产品	5.79	3.1
操作	5.76	1.74
柱	5.7	0
布局	5.7	0.89
4S店	5.69	76.04
制动	5.69	2.58
引领	5.69	0
亮眼	5.68	0
放置	5.68	0
宝座	5.68	0
精湛	5.68	0
细致	5.68	0
MOTION	5.68	0
出差	5.67	0
创下	5.67	0
二郎腿	5.67	0
润滑油	5.67	0
可圈可点	5.67	0
大大的	5.67	0
抓地	5.67	0
排球队	5.67	0
AFS	5.67	0
处处	5.67	0
格调	5.67	0
高保真	5.67	0
精车	5.67	0
新高	5.67	0
当然	5.59	2.4
印象	5.57	1.11
算是	5.56	2.15
无论	5.56	1.16
从而	5.55	0
驾驶	5.51	4.2
增添	5.51	0
保留	5.51	0
头灯	5.51	0
驾驶席	5.51	0
自由	5.51	0
信赖	5.51	0
充分考虑	5.49	0
无可挑剔	5.49	0
当之无愧	5.49	0
呼应	5.49	0
很爽	5.49	0
细心	5.49	0
满意度	5.49	0
坚实	5.49	0
CarPlay	5.49	0
绿色	5.49	0
一见钟情	5.49	0
平底	5.49	0
峰值	5.48	0
出行	5.48	2.25
进行	5.46	2.28
激烈	5.45	0
折叠	5.45	0
横向	5.43	2.16
用料	5.43	4.92
娱乐	5.39	0
历史	5.38	0
避免	5.36	2.93
马力	5.36	0.87
很大	5.34	5.61
版	5.34	3.7
出	5.32	6.42
需	5.29	0
/	5.29	4.7
保证	5.27	1.05
延伸	5.25	0
内涵	5.25	0
一直	5.24	6.58
集成	5.24	0
作	5.24	0
内部空间	5.23	1.43
力	5.23	5.03
特色	5.21	1.27
国内	5.18	2.93
最佳	5.18	1.33
看到	5.15	2.82
堪称	5.14	0
姿态	5.14	0
[	5.14	3.66
家用车	5.14	1.02
熏黑	5.14	0
表面	5.14	0
个头	5.14	0
凌厉	5.14	0
线性	5.14	0
智能化	5.13	0
打动	5.13	0
]	5.12	3.74
那	5.08	6.5
MQB	5.07	0
后	5.07	6.99
C	5.05	0
小结	5	0
外	5	1.82
自身	4.96	1.21
图	4.96	0
各个	4.94	0
无法	4.94	33.97
高端	4.94	0.83
核心	4.94	0
经历	4.92	2.05
热	4.9	1.34
弯道	4.9	1.26
主动	4.89	0
留下	4.88	0
Nm	4.88	0
油门	4.82	13.36
心情	4.82	0
脱胎换骨	4.82	0
平稳	4.82	0
鲨鱼	4.82	0
亮丽	4.82	0
最爱	4.82	0
飞翼	4.82	0
集成式	4.82	0
实时	4.81	0
降低	4.8	1.5
支撑	4.8	3
日常	4.8	3.5
其	4.78	3.19
这样	4.76	4.94
即可	4.75	0
完成	4.75	0
碰撞	4.73	1.83
刚毅	4.73	0
一如既往	4.73	0
脱颖而出	4.73	0
领跑	4.73	0
硬汉	4.73	0
最型	4.73	0
EPS	4.73	0
APP	4.73	0
规整	4.73	2.07
`	4.73	0
位居	4.73	0
无与伦比	4.73	0
PLA	4.73	0
一应俱全	4.73	0
业界	4.73	0
起来	4.73	5.09
增长点	4.73	0
爽	4.72	0
小觑	4.72	0
有着	4.72	3.08
深深	4.72	0
月均	4.72	0
相比	4.7	3.51
所有	4.68	1.32
跨界	4.67	0
您	4.66	1.36
饰	4.66	1.85
·	4.65	1.02
超越	4.61	0.92
对得起	4.6	0
被誉为	4.6	0
被动	4.6	0
前后轮	4.6	0
极为	4.6	0
层次感	4.6	0
外部	4.6	0
钢	4.6	0
激增	4.6	0
瀑式	4.6	0
宽阔	4.6	0
睡	4.6	0
助威	4.6	0
充裕	4.6	1.55
激进	4.6	0
小巧	4.6	1.55
米色	4.6	0
张力	4.6	0
炫目	4.6	0
内敛	4.6	0
德	4.59	0.87
据说	4.59	0
主角	4.59	0
创造	4.59	0
不同	4.59	1.51
l	4.59	2.62
尾部	4.58	2.51
档	4.57	28.55
天窗	4.57	8.67
顿挫	4.57	40
播放	4.55	0
增强	4.55	0
历经	4.55	0
缸内	4.55	0
炫酷	4.55	0
成熟	4.55	3.32
目标	4.54	0
适合	4.52	2.52
不好	4.52	39.56
T	4.51	5.4
中央	4.51	1.72
平顺	4.5	2.07
更好	4.5	2.25
男人	4.5	0
够用	4.49	2.1
下	4.49	3.19
家人	4.45	0.93
优秀	4.43	1.62
全系	4.43	1.49
英寸	4.43	0.97
总体	4.43	1.62
控制	4.42	3.68
迅速	4.42	0
传奇	4.42	0
组	4.4	0
实在	4.4	18.22
征服	4.38	0
人生	4.38	0
提前	4.38	0
一方面	4.38	0
攀升	4.38	0
过弯	4.38	6.76
格局	4.38	0
卖点	4.38	0
大胆	4.38	0
毕业	4.38	0
指导价	4.34	0
布置	4.33	0
女子	4.33	0
减轻	4.33	0
榜首	4.33	0
精髓	4.33	0
大人	4.33	0
饮料	4.33	0
隔热	4.33	0
炫	4.33	0
一共	4.33	0
摩登	4.33	0
与此同时	4.32	0
监测	4.31	0.94
时候	4.3	5.59
前	4.3	4.17
重量	4.28	0
坐	4.24	3.82
爱	4.24	2.16
大型	4.24	0
城市	4.24	1.2
混合	4.24	0
基础	4.22	0
杠杠	4.17	1.4
帅气	4.17	1.4
在于	4.16	0
活动	4.15	1.73
广泛	4.13	0
哈哈	4.13	1.87
人群	4.13	0
车子	4.12	7.21
悬架	4.12	1.8
cvt	4.11	0
判断	4.1	0
广	4.1	0
处	4.09	1.99
电动	4.08	2.08
异响	4.06	266.31
真心	4.06	4.44
充沛	4.05	1.27
灵敏	4.05	1.27
则	4.03	2.13
看上	4.03	1.18
了解	4.02	1.64
mpv	4.02	0
车速	4.01	1.03
研发	3.99	1.03
受	3.99	4.7
伙伴	3.99	1.46
独有	3.99	1.46
马路上	3.98	0
荣获	3.98	0
媲美	3.98	0
周全	3.98	0
队	3.98	0
越好	3.98	0
前列	3.98	0
感知	3.98	0
立体感	3.98	0
触摸	3.98	0
佼佼者	3.98	0
来	3.98	2.63
杯架	3.98	0
毫不犹豫	3.98	0
色彩	3.98	0
流线型	3.98	0
型面	3.98	0
世界杯	3.98	0
自如	3.98	0
安心	3.97	0
茶哥	3.97	0
并且	3.96	1.97
四门	3.96	0
配有	3.96	0
照顾	3.95	0
靓丽	3.95	0
降噪	3.95	0
饰条	3.95	0
错	3.95	0
上涨	3.95	0
显著	3.95	0
看出	3.95	0
相应	3.95	0
给出	3.95	0
跑	3.94	10.15
标准	3.93	1.61
占	3.92	0
内	3.92	4.39
始终	3.91	2.98
双擎	3.88	0
条	3.88	1.54
出门	3.87	0.94
轮毂	3.87	1.69
可变	3.86	0
专属	3.86	0
增压	3.86	1.72
报告	3.86	0
×	3.86	0
相同	3.86	0
时代	3.84	0.84
rpm	3.84	0
通风	3.83	0
级别	3.83	3.12
长轴距	3.81	0
大灯	3.81	3.33
编辑	3.81	0
较	3.8	4.6
备受	3.8	1.28
成功	3.79	1.66
气帘	3.78	0
透光	3.78	0
整体感	3.78	0
手推车	3.78	0
小明	3.78	0
凉爽	3.78	0
不在话下	3.78	0
蝉联	3.78	0
物件	3.78	0
罕见	3.78	0
冲击力	3.78	0
得心应手	3.78	0
与生俱来	3.78	0
多型	3.78	0
冲刺	3.78	0
翘楚	3.78	0
解放	3.78	0
通风口	3.78	0
甩尾	3.78	0
PLA3.0	3.78	0
高大威猛	3.78	0
拳	3.78	0
Minoris	3.78	0
田径队	3.78	0
立体声	3.78	0
翻天覆地	3.78	0
深色	3.78	0
号召力	3.78	0
载人	3.78	0
必将	3.78	0
MDFS	3.78	0
CRC	3.78	0
涨幅	3.78	0
送风	3.78	0
光线	3.78	0
紧绷	3.78	0
点货	3.78	0
燃烧	3.78	0
新潮	3.78	0
阻止	3.78	0
抑制	3.78	0
精良	3.78	0
柔道队	3.78	0
全平	3.78	0
虽然	3.77	2.93
超	3.73	1.26
看上去	3.72	2.6
几何	3.71	0
优越性	3.71	0
上班	3.71	0
模块化	3.71	0
眼看	3.71	0
双区	3.71	0
过硬	3.71	0
兼备	3.71	0
高亮	3.71	0
收纳	3.71	0
曲线	3.71	0
尾	3.71	0
毋庸置疑	3.71	0
领先水平	3.71	0
平整	3.71	0
上手	3.71	0
充分体现	3.71	0
正向	3.71	0
照射	3.71	0
书写	3.71	0
温区	3.71	0
狭小	3.71	0
堪比	3.71	0
淋漓尽致	3.71	0
佩服	3.71	0
明快	3.71	0
LP	3.71	0
比较突出	3.71	0
表哥	3.71	0
靠近	3.71	0
整体性	3.71	0
低速	3.7	8.09
用车	3.7	1.43
越野	3.69	1.11
轮胎	3.69	19.65
顶级	3.69	0
颜色	3.68	1.15
这点	3.68	2.3
试验	3.67	0
门	3.67	26.27
舒适度	3.66	3.2
°	3.65	0
冲压	3.65	0
修长	3.65	0
神奇	3.65	0
温馨	3.65	0
车厢	3.65	0
扩展	3.65	0
羡慕	3.65	0
自豪	3.65	0
演绎	3.65	0
环	3.65	0
拿下	3.65	0
这车	3.64	2.72
地方	3.64	4.9
准备	3.61	0.75
里	3.6	2.15
动力系统	3.6	0
EA88	3.55	1.55
令	3.55	2.59
方正	3.54	0
起码	3.54	0
遮阳	3.54	0
有目共睹	3.54	0
大众MQB	3.54	0
美学	3.54	0
纵横	3.54	0
扁平	3.54	0
大白	3.54	0
不仅如此	3.54	0
扫	3.54	0
圆润	3.54	2.07
派	3.54	0
↘	3.54	0
三区	3.54	0
当初	3.54	0.91
排放	3.53	16.74
认识	3.52	0
家族化	3.52	0
价值	3.52	0
噪音	3.51	23.07
正式	3.51	2.79
掀背	3.51	0
320	3.51	0
没	3.5	7.39
富有	3.49	1.09
顺畅	3.49	1.17
偏	3.47	16.25
到位	3.47	2.68
调整	3.46	1.16
正常	3.46	17.04
驾	3.45	1.37
后视镜	3.44	2.01
NO	3.44	2.15
同样	3.44	2.29
另外	3.43	2.29
差	3.43	12.27
一流	3.41	0
用心	3.41	1.35
扶手箱	3.41	0
档位	3.41	0
吧	3.41	3.93
中网	3.41	0
海马s5	3.41	0
材料	3.41	0.88
高速	3.4	6.92
新能源	3.4	0.83
他	3.39	2.42
DSG	3.39	5.29
买到	3.38	0
心中	3.38	0
高级	3.38	0
具	3.37	0
全球	3.37	1.7
这款	3.37	1.34
前进	3.37	0
驱	3.36	1.6
制造	3.36	0.73
具备	3.35	0.92
最高	3.34	1.33
数据	3.34	1.63
一段时间	3.33	0
可靠	3.33	3.06
现车	3.33	0.73
个人	3.33	2.59
传祺gs4	3.33	0
以来	3.32	2.35
不用	3.32	1.94
化	3.31	1.38
经济	3.31	1.16
档次	3.29	1.66
长宽	3.29	0
前后排	3.28	1.44
父母	3.26	0
诚意	3.26	1.02
又	3.26	5.62
形成	3.25	0
老	3.25	10.78
双	3.25	1.71
手感	3.24	1.18
车尾	3.24	1.85
进步	3.24	1.18
也好	3.24	1.58
存在	3.23	56.48
出来	3.23	7.51
组合	3.22	0.74
搭	3.22	0
体重	3.21	0
足	3.21	0
信仰	3.21	0
当下	3.21	0
预期	3.21	0
涨	3.21	0
s3l	3.21	0
与众不同	3.21	0
水晶	3.21	0
口味	3.21	0
看中	3.21	0.88
新颖	3.21	0
准确	3.21	0
便是	3.21	0
处于	3.21	0.88
棕	3.21	0
回归	3.21	0
爆款	3.21	0
砖叔	3.21	0
清新	3.21	0
匠心	3.21	0
注入	3.21	0
创行	3.21	0
售价	3.2	1.45
引入	3.2	0
合资	3.19	2.09
标配	3.19	1.44
车灯	3.18	1.11
工厂	3.18	0.73
运用	3.17	0
增	3.17	0
中控台	3.17	2.39
系车	3.17	1.98
调教	3.17	0
延续	3.17	1.54
视野	3.17	1.32
挑剔	3.16	0
Air	3.16	0
忘记	3.16	0
游玩	3.16	0
肩部	3.16	0
声浪	3.16	0
自行车队	3.16	0
追捧	3.16	0
盲点	3.16	0
高位	3.16	0
人体	3.16	0
十佳	3.16	0
加速度	3.16	0
棕色	3.16	0
树立	3.16	0
颜	3.16	0
灯组	3.16	0
熟知	3.16	0
使用	3.16	2.22
魂动	3.16	0
粉尘	3.16	0
开口	3.16	0
Clean	3.16	0
外出	3.16	0
在我看来	3.16	0
钟爱	3.16	0
并不多	3.16	0
侧身	3.16	0
帘	3.16	0
精确	3.16	0
不光	3.16	0
晶	3.16	0
多元化	3.16	0
不赖	3.16	0
属性	3.16	0
家用轿车	3.16	0
迷人	3.16	0
些许	3.16	0
SD	3.16	0
小型车	3.15	0
奥迪q5	3.15	0
提高	3.15	2.12
车辆	3.13	5.08
声音	3.12	61.36
月份	3.11	1.75
不得不	3.1	3.23
低	3.1	6.14
的确	3.09	2.54
轿车市场	3.09	0
做到	3.09	0.8
适应	3.09	0.8
变	3.06	0.96
陪	3.05	0
类型	3.05	0
调校	3.04	1.27
不能	3.04	8.22
夜间	3.03	1.2
辨识	3.03	1.2
量	3.02	0
ESP	3.02	2.2
车迷	3.02	0
来自	3.01	0.69
车里	2.99	3.02
上看	2.98	1
影响	2.98	17.03
维修	2.97	35.72
值	2.97	0
测试	2.97	1.37
强悍	2.95	0
休息	2.95	0
常青树	2.95	0
头枕	2.95	0
奖	2.95	0
称之为	2.95	0
进化	2.95	0
果然	2.95	0
夺得	2.95	0
复杂	2.95	0
超出	2.95	0
整个	2.94	1.03
正是	2.93	0.75
设备	2.92	0
D	2.92	0
是从	2.92	0
不到	2.92	20.24
各	2.9	1.31
加入	2.9	1.1
t	2.87	5.2
令人	2.86	1.47
该车	2.85	0.83
车队	2.85	0
钢材	2.85	1.25
展示	2.85	0
从容	2.85	1.25
十分满意	2.84	0
享誉	2.84	0
绰绰有余	2.84	0
科技含量	2.84	0
夏日	2.84	0
保证车辆	2.84	0
动力学	2.84	0
㎡	2.84	0
最出色	2.84	0
郊外	2.84	0
狮爪	2.84	0
工程学	2.84	0
牵手	2.84	0
璨	2.84	0
账面	2.84	0
时尚化	2.84	0
徽标	2.84	0
摆放	2.84	0
门把手	2.84	0
包覆	2.84	0
巧思	2.84	0
翘起	2.84	0
清爽	2.84	0
等速	2.84	0
原汁原味	2.84	0
黑底	2.84	0
亮色	2.84	0
落差	2.84	0
限度	2.84	0
领略到	2.84	0
匀速	2.84	0
折面	2.84	0
成年人	2.84	0
醒目	2.84	0
四大	2.84	0
安稳	2.84	0
缝	2.84	0
圈粉	2.84	0
车位	2.84	0
朴实	2.84	0
既是	2.84	0
Simply	2.84	0
夺冠	2.84	0
静	2.84	0
服务态度	2.84	0
前灯	2.84	0
钎焊	2.84	0
底蕴	2.84	0
俐落	2.84	0
啧啧	2.84	0
高雅	2.84	0
浑厚	2.84	0
妥妥	2.84	0
品位	2.84	0
音乐剧	2.84	0
感应式	2.84	0
兼具	2.84	0
低谷	2.84	0
斩获	2.84	0
无遗	2.84	0
前提	2.84	0
设计者	2.84	0
雄鹰	2.84	0
Repose	2.84	0
转动	2.84	0
?	2.84	0
所得	2.84	0
美感	2.84	0
大势所趋	2.84	0
惹眼	2.84	0
过目难忘	2.84	0
稳步增长	2.84	0
迸发	2.84	0
当今	2.84	0
天衣无缝	2.84	0
游刃有余	2.84	0
绅宝x35	2.84	0
的直	2.84	0
炯炯有神	2.84	0
广阔	2.84	0
分贝	2.84	0
折服	2.84	0
点阵	2.84	0
过渡	2.84	0
血液	2.84	0
精工	2.84	0
邓超	2.84	0
称赞	2.84	0
垂直	2.84	0
称道	2.84	0
销破	2.84	0
极高	2.84	0
适宜	2.84	0
镶拼	2.84	0
之处	2.84	0
边框	2.84	0
所测	2.84	0
下看	2.84	0
干练	2.84	0
独具	2.84	0
防夹	2.84	0
开花	2.84	0
展露	2.84	0
前三甲	2.84	0
笔直	2.84	0
犹如	2.84	0
经久耐用	2.84	0
阔绰	2.84	0
认可度	2.84	0
辐式	2.84	0
产品品质	2.84	0
吸能	2.84	0
符合中国	2.84	0
独到	2.84	0
刚度	2.84	0
高效率	2.84	0
棒棒	2.84	0
转转	2.84	0
持久	2.84	0
组别	2.84	0
源源不断	2.84	0
置物	2.84	0
制	2.84	0
空间布局	2.84	0
倾心	2.84	0
沃特湖	2.84	0
深邃	2.84	0
BSD	2.84	0
算下来	2.84	0
倾侧	2.84	0
空气净化	2.84	0
打拼	2.84	0
赞不绝口	2.84	0
超广角	2.84	0
少不了	2.84	0
趸	2.84	0
鳍	2.84	0
织物	2.84	0
特高	2.84	0
整装待发	2.84	0
颇为	2.84	0
偏爱	2.84	0
或对	2.84	0
短小	2.84	0
赞扬	2.84	0
FSI	2.84	0
勾	2.84	0
双脚	2.84	0
众人	2.84	0
作风	2.84	0
迅猛	2.84	0
